date_time,holiday,workingday,weather,temp,atemp,hum,windspeed,users,month,hour,weekday
06/01/2011 08:00,0,1,clear,6.5600000000000005,11.365,59,0,219,1,8,3
06/01/2011 09:00,0,1,mist,7.38,12.120000000000001,51,0,122,1,9,3
06/01/2011 10:00,0,1,clear,8.200000000000001,12.879999999999999,47,0,45,1,10,3
06/01/2011 11:00,0,1,clear,9.02,12.879999999999999,44,6.0032,59,1,11,3
06/01/2011 12:00,0,1,clear,10.66,14.395,35,0,84,1,12,3
06/01/2011 13:00,0,1,clear,10.66,13.635,35,7.0015,67,1,13,3
06/01/2011 14:00,0,1,clear,11.48,13.635,36,11.0014,70,1,14,3
06/01/2011 15:00,0,1,clear,11.48,13.635,36,0,62,1,15,3
06/01/2011 16:00,0,1,clear,10.66,12.879999999999999,38,11.0014,86,1,16,3
06/01/2011 17:00,0,1,clear,9.02,11.365,51,11.0014,172,1,17,3
06/01/2011 18:00,0,1,clear,9.02,11.365,51,8.9981,163,1,18,3
06/01/2011 19:00,0,1,clear,9.02,12.879999999999999,55.00000000000001,6.0032,112,1,19,3
06/01/2011 20:00,0,1,clear,8.200000000000001,10.605,51,11.0014,69,1,20,3
06/01/2011 21:00,0,1,mist,9.02,10.605,55.00000000000001,15.001299999999999,48,1,21,3
06/01/2011 22:00,0,1,mist,9.02,10.605,51,19.0012,52,1,22,3
06/01/2011 23:00,0,1,mist,8.200000000000001,9.85,59,12.998000000000001,23,1,23,3
07/01/2011 00:00,0,1,mist,8.200000000000001,9.85,64,12.998000000000001,17,1,0,4
07/01/2011 01:00,0,1,mist,8.200000000000001,9.85,69,15.001299999999999,7,1,1,4
07/01/2011 02:00,0,1,mist,8.200000000000001,9.85,69,15.001299999999999,1,1,2,4
07/01/2011 03:00,0,1,mist,8.200000000000001,9.85,69,15.001299999999999,1,1,3,4
07/01/2011 04:00,0,1,mist,8.200000000000001,10.605,69,8.9981,1,1,4,4
07/01/2011 05:00,0,1,rain,9.02,13.635,55.00000000000001,0,5,1,5,4
07/01/2011 06:00,0,1,mist,8.200000000000001,12.879999999999999,69,0,34,1,6,4
07/01/2011 07:00,0,1,clear,8.200000000000001,10.605,69,8.9981,84,1,7,4
07/01/2011 08:00,0,1,clear,8.200000000000001,9.85,51,16.997899999999998,210,1,8,4
07/01/2011 09:00,0,1,clear,8.200000000000001,9.09,47,19.999499999999998,134,1,9,4
07/01/2011 10:00,0,1,clear,9.02,9.85,37,22.0028,63,1,10,4
07/01/2011 11:00,0,1,mist,8.200000000000001,9.85,40,15.001299999999999,67,1,11,4
07/01/2011 12:00,0,1,mist,8.200000000000001,9.85,37,16.997899999999998,59,1,12,4
07/01/2011 13:00,0,1,mist,8.200000000000001,9.09,37,19.0012,73,1,13,4
07/01/2011 14:00,0,1,mist,8.200000000000001,9.85,40,16.997899999999998,50,1,14,4
07/01/2011 15:00,0,1,mist,8.200000000000001,10.605,37,11.0014,72,1,15,4
07/01/2011 16:00,0,1,mist,8.200000000000001,10.605,37,11.0014,87,1,16,4
07/01/2011 17:00,0,1,mist,8.200000000000001,12.879999999999999,37,0,187,1,17,4
07/01/2011 18:00,0,1,clear,8.200000000000001,11.365,40,6.0032,123,1,18,4
07/01/2011 19:00,0,1,clear,6.5600000000000005,9.85,55.00000000000001,6.0032,95,1,19,4
07/01/2011 20:00,0,1,clear,7.38,10.605,47,7.0015,51,1,20,4
07/01/2011 21:00,0,1,clear,7.38,9.85,47,8.9981,39,1,21,4
07/01/2011 22:00,0,1,mist,7.38,9.85,43,11.0014,36,1,22,4
07/01/2011 23:00,0,1,mist,7.38,9.85,51,11.0014,15,1,23,4
08/01/2011 00:00,0,0,mist,7.38,9.85,51,11.0014,25,1,0,5
08/01/2011 01:00,0,0,mist,7.38,10.605,55.00000000000001,6.0032,16,1,1,5
08/01/2011 02:00,0,0,mist,7.38,12.120000000000001,55.00000000000001,0,16,1,2,5
08/01/2011 03:00,0,0,rain,7.38,9.85,55.00000000000001,11.0014,7,1,3,5
08/01/2011 04:00,0,0,rain,7.38,9.85,55.00000000000001,11.0014,1,1,4,5
08/01/2011 05:00,0,0,mist,6.5600000000000005,8.334999999999999,74,11.0014,5,1,5,5
08/01/2011 06:00,0,0,mist,6.5600000000000005,8.334999999999999,74,11.0014,2,1,6,5
08/01/2011 07:00,0,0,mist,6.5600000000000005,9.09,74,7.0015,9,1,7,5
08/01/2011 08:00,0,0,rain,6.5600000000000005,9.09,93,7.0015,15,1,8,5
08/01/2011 09:00,0,0,rain,6.5600000000000005,9.09,93,7.0015,20,1,9,5
08/01/2011 10:00,0,0,mist,7.38,9.85,80,11.0014,61,1,10,5
08/01/2011 11:00,0,0,mist,8.200000000000001,9.09,69,26.0027,62,1,11,5
08/01/2011 12:00,0,0,mist,8.200000000000001,9.09,59,23.9994,98,1,12,5
08/01/2011 13:00,0,0,clear,8.200000000000001,9.09,44,22.0028,102,1,13,5
08/01/2011 14:00,0,0,clear,8.200000000000001,8.334999999999999,32,32.9975,95,1,14,5
08/01/2011 15:00,0,0,clear,8.200000000000001,8.334999999999999,32,30.002599999999997,74,1,15,5
08/01/2011 16:00,0,0,clear,7.38,6.819999999999999,28.999999999999996,30.002599999999997,76,1,16,5
08/01/2011 17:00,0,0,clear,6.5600000000000005,6.0600000000000005,37,36.9974,69,1,17,5
08/01/2011 18:00,0,0,clear,5.74,6.0600000000000005,39,19.999499999999998,55,1,18,5
08/01/2011 19:00,0,0,clear,5.74,6.0600000000000005,36,16.997899999999998,30,1,19,5
08/01/2011 20:00,0,0,clear,4.92,6.0600000000000005,36,16.997899999999998,28,1,20,5
08/01/2011 21:00,0,0,clear,4.92,5.305,39,23.9994,37,1,21,5
08/01/2011 22:00,0,0,clear,4.92,5.305,36,26.0027,34,1,22,5
08/01/2011 23:00,0,0,clear,4.1000000000000005,3.0300000000000002,39,30.002599999999997,22,1,23,5
09/01/2011 00:00,0,0,clear,4.1000000000000005,3.7900000000000005,42,26.0027,25,1,0,6
09/01/2011 01:00,0,0,clear,4.1000000000000005,3.0300000000000002,42,31.0009,12,1,1,6
09/01/2011 02:00,0,0,clear,4.1000000000000005,3.0300000000000002,46,31.0009,11,1,2,6
09/01/2011 03:00,0,0,clear,4.1000000000000005,3.7900000000000005,46,27.999299999999998,4,1,3,6
09/01/2011 04:00,0,0,clear,3.2800000000000002,4.545,53,12.998000000000001,1,1,4,6
09/01/2011 05:00,0,0,clear,3.2800000000000002,4.545,53,12.998000000000001,1,1,5,6
09/01/2011 06:00,0,0,clear,4.1000000000000005,4.545,49,19.0012,1,1,6,6
09/01/2011 07:00,0,0,clear,3.2800000000000002,4.545,53,12.998000000000001,6,1,7,6
09/01/2011 08:00,0,0,clear,4.1000000000000005,4.545,49,19.0012,10,1,8,6
09/01/2011 09:00,0,0,clear,4.92,3.7900000000000005,46,35.0008,19,1,9,6
09/01/2011 10:00,0,0,clear,5.74,5.305,43,26.0027,49,1,10,6
09/01/2011 11:00,0,0,clear,6.5600000000000005,6.0600000000000005,40,35.0008,49,1,11,6
09/01/2011 12:00,0,0,clear,7.38,6.819999999999999,37,30.002599999999997,83,1,12,6
09/01/2011 13:00,0,0,clear,8.200000000000001,8.334999999999999,34,30.002599999999997,75,1,13,6
09/01/2011 14:00,0,0,clear,9.02,9.09,32,31.0009,72,1,14,6
09/01/2011 15:00,0,0,clear,9.02,9.85,35,23.9994,82,1,15,6
09/01/2011 16:00,0,0,clear,8.200000000000001,8.334999999999999,34,30.002599999999997,92,1,16,6
09/01/2011 17:00,0,0,clear,7.38,7.575,37,26.0027,62,1,17,6
09/01/2011 18:00,0,0,clear,6.5600000000000005,6.819999999999999,40,22.0028,48,1,18,6
09/01/2011 19:00,0,0,clear,6.5600000000000005,6.819999999999999,43,22.0028,41,1,19,6
09/01/2011 20:00,0,0,clear,5.74,6.0600000000000005,46,16.997899999999998,38,1,20,6
09/01/2011 21:00,0,0,clear,5.74,5.305,46,27.999299999999998,20,1,21,6
09/01/2011 22:00,0,0,clear,5.74,6.0600000000000005,46,19.999499999999998,15,1,22,6
09/01/2011 23:00,0,0,clear,4.92,6.819999999999999,50,12.998000000000001,6,1,23,6
10/01/2011 00:00,0,1,clear,4.92,6.0600000000000005,50,19.0012,5,1,0,0
10/01/2011 01:00,0,1,clear,4.92,6.0600000000000005,50,19.0012,1,1,1,0
10/01/2011 02:00,0,1,clear,4.92,6.0600000000000005,50,15.001299999999999,3,1,2,0
10/01/2011 03:00,0,1,clear,4.92,6.0600000000000005,50,15.001299999999999,1,1,3,0
10/01/2011 04:00,0,1,clear,4.1000000000000005,6.0600000000000005,54,8.9981,3,1,4,0
10/01/2011 05:00,0,1,clear,4.1000000000000005,5.305,54,16.997899999999998,3,1,5,0
10/01/2011 06:00,0,1,clear,4.92,6.0600000000000005,50,19.0012,31,1,6,0
10/01/2011 07:00,0,1,clear,4.92,6.0600000000000005,50,15.001299999999999,77,1,7,0
10/01/2011 08:00,0,1,mist,4.92,6.0600000000000005,50,19.0012,188,1,8,0
10/01/2011 09:00,0,1,mist,5.74,6.0600000000000005,50,16.997899999999998,94,1,9,0
10/01/2011 10:00,0,1,mist,5.74,6.0600000000000005,50,19.999499999999998,31,1,10,0
10/01/2011 11:00,0,1,mist,6.5600000000000005,6.819999999999999,47,19.0012,30,1,11,0
10/01/2011 12:00,0,1,mist,8.200000000000001,9.09,40,19.0012,52,1,12,0
10/01/2011 13:00,0,1,mist,8.200000000000001,9.09,40,19.0012,54,1,13,0
10/01/2011 14:00,0,1,mist,8.200000000000001,9.85,40,15.001299999999999,47,1,14,0
10/01/2011 15:00,0,1,mist,8.200000000000001,9.85,40,15.001299999999999,45,1,15,0
10/01/2011 16:00,0,1,clear,8.200000000000001,10.605,40,8.9981,74,1,16,0
10/01/2011 17:00,0,1,clear,8.200000000000001,11.365,40,7.0015,178,1,17,0
10/01/2011 18:00,0,1,clear,8.200000000000001,9.85,40,15.001299999999999,155,1,18,0
10/01/2011 19:00,0,1,clear,6.5600000000000005,8.334999999999999,47,11.0014,95,1,19,0
10/01/2011 20:00,0,1,clear,6.5600000000000005,8.334999999999999,50,11.0014,74,1,20,0
10/01/2011 21:00,0,1,clear,5.74,6.819999999999999,59,12.998000000000001,38,1,21,0
10/01/2011 22:00,0,1,clear,5.74,7.575,59,11.0014,24,1,22,0
10/01/2011 23:00,0,1,clear,5.74,7.575,59,11.0014,18,1,23,0
11/01/2011 00:00,0,1,clear,5.74,8.334999999999999,59,7.0015,12,1,0,1
11/01/2011 01:00,0,1,clear,5.74,7.575,59,11.0014,3,1,1,1
11/01/2011 02:00,0,1,mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,3,1,2,1
11/01/2011 03:00,0,1,mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,3,1,3,1
11/01/2011 04:00,0,1,mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,3,1,4,1
11/01/2011 05:00,0,1,mist,6.5600000000000005,9.09,55.00000000000001,8.9981,6,1,5,1
11/01/2011 06:00,0,1,mist,6.5600000000000005,9.09,55.00000000000001,8.9981,27,1,6,1
11/01/2011 07:00,0,1,mist,6.5600000000000005,11.365,55.00000000000001,0,99,1,7,1
11/01/2011 08:00,0,1,mist,7.38,10.605,51,6.0032,217,1,8,1
11/01/2011 09:00,0,1,mist,7.38,9.85,51,11.0014,130,1,9,1
11/01/2011 10:00,0,1,mist,8.200000000000001,10.605,51,11.0014,54,1,10,1
11/01/2011 11:00,0,1,mist,8.200000000000001,10.605,47,8.9981,35,1,11,1
11/01/2011 12:00,0,1,mist,8.200000000000001,11.365,51,7.0015,57,1,12,1
11/01/2011 13:00,0,1,mist,8.200000000000001,11.365,59,6.0032,52,1,13,1
11/01/2011 14:00,0,1,mist,8.200000000000001,11.365,59,6.0032,63,1,14,1
11/01/2011 15:00,0,1,mist,6.5600000000000005,9.85,80,6.0032,47,1,15,1
11/01/2011 16:00,0,1,mist,6.5600000000000005,7.575,86,15.001299999999999,76,1,16,1
11/01/2011 17:00,0,1,mist,6.5600000000000005,7.575,86,15.001299999999999,136,1,17,1
11/01/2011 18:00,0,1,rain,6.5600000000000005,9.09,93,7.0015,95,1,18,1
11/01/2011 19:00,0,1,rain,6.5600000000000005,11.365,93,0,51,1,19,1
11/01/2011 20:00,0,1,rain,6.5600000000000005,7.575,93,12.998000000000001,32,1,20,1
11/01/2011 21:00,0,1,rain,6.5600000000000005,9.85,86,6.0032,20,1,21,1
11/01/2011 22:00,0,1,rain,6.5600000000000005,9.09,93,7.0015,29,1,22,1
11/01/2011 23:00,0,1,rain,6.5600000000000005,9.85,93,6.0032,19,1,23,1
12/01/2011 00:00,0,1,mist,6.5600000000000005,9.85,86,6.0032,7,1,0,2
12/01/2011 01:00,0,1,mist,6.5600000000000005,9.09,86,7.0015,6,1,1,2
12/01/2011 02:00,0,1,clear,5.74,7.575,86,8.9981,1,1,2,2
12/01/2011 03:00,0,1,clear,5.74,7.575,86,8.9981,1,1,3,2
12/01/2011 04:00,0,1,clear,5.74,7.575,86,8.9981,1,1,4,2
12/01/2011 05:00,0,1,clear,5.74,7.575,86,11.0014,5,1,5,2
12/01/2011 06:00,0,1,clear,4.92,7.575,93,8.9981,16,1,6,2
12/01/2011 07:00,0,1,clear,5.74,7.575,69,8.9981,54,1,7,2
12/01/2011 08:00,0,1,clear,6.5600000000000005,8.334999999999999,59,11.0014,128,1,8,2
12/01/2011 09:00,0,1,clear,6.5600000000000005,6.819999999999999,59,22.0028,81,1,9,2
12/01/2011 10:00,0,1,clear,7.38,9.09,55.00000000000001,15.001299999999999,39,1,10,2
12/01/2011 11:00,0,1,clear,8.200000000000001,9.09,51,26.0027,35,1,11,2
12/01/2011 12:00,0,1,clear,8.200000000000001,7.575,47,39.000699999999995,55,1,12,2
12/01/2011 13:00,0,1,clear,9.02,9.85,44,23.9994,49,1,13,2
12/01/2011 14:00,0,1,clear,8.200000000000001,9.09,47,22.0028,44,1,14,2
12/01/2011 15:00,0,1,clear,8.200000000000001,8.334999999999999,47,27.999299999999998,49,1,15,2
12/01/2011 16:00,0,1,clear,9.02,9.85,44,22.0028,68,1,16,2
12/01/2011 17:00,0,1,clear,8.200000000000001,9.09,47,23.9994,139,1,17,2
12/01/2011 18:00,0,1,clear,8.200000000000001,7.575,47,35.0008,137,1,18,2
12/01/2011 19:00,0,1,clear,7.38,7.575,47,27.999299999999998,83,1,19,2
12/01/2011 20:00,0,1,clear,6.5600000000000005,6.819999999999999,50,22.0028,56,1,20,2
12/01/2011 21:00,0,1,clear,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,57,1,21,2
12/01/2011 22:00,0,1,clear,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,33,1,22,2
12/01/2011 23:00,0,1,clear,5.74,5.305,59,27.999299999999998,20,1,23,2
13/01/2011 00:00,0,1,clear,5.74,6.0600000000000005,59,19.0012,7,1,0,3
13/01/2011 01:00,0,1,clear,5.74,6.0600000000000005,50,19.0012,2,1,1,3
13/01/2011 02:00,0,1,clear,5.74,6.0600000000000005,50,23.9994,2,1,2,3
13/01/2011 03:00,0,1,clear,5.74,6.0600000000000005,50,22.0028,3,1,3,3
13/01/2011 04:00,0,1,clear,5.74,6.0600000000000005,50,16.997899999999998,4,1,4,3
13/01/2011 05:00,0,1,clear,5.74,6.0600000000000005,50,19.999499999999998,3,1,5,3
13/01/2011 06:00,0,1,clear,4.92,7.575,54,8.9981,28,1,6,3
13/01/2011 07:00,0,1,clear,4.92,7.575,54,8.9981,72,1,7,3
13/01/2011 08:00,0,1,clear,5.74,6.819999999999999,50,12.998000000000001,202,1,8,3
13/01/2011 09:00,0,1,clear,5.74,6.0600000000000005,50,22.0028,139,1,9,3
13/01/2011 10:00,0,1,mist,6.5600000000000005,6.819999999999999,50,23.9994,38,1,10,3
13/01/2011 11:00,0,1,mist,8.200000000000001,8.334999999999999,44,30.002599999999997,37,1,11,3
13/01/2011 12:00,0,1,clear,8.200000000000001,8.334999999999999,44,27.999299999999998,52,1,12,3
13/01/2011 13:00,0,1,clear,9.02,9.85,41,30.002599999999997,83,1,13,3
13/01/2011 14:00,0,1,clear,9.02,9.85,41,26.0027,42,1,14,3
